,secID,code
1104,002593.XSHE,2593
1105,002594.XSHE,2594
1106,002595.XSHE,2595
1107,002596.XSHE,2596
1108,002597.XSHE,2597
1109,002598.XSHE,2598
1110,002599.XSHE,2599
1111,002600.XSHE,2600
1112,002601.XSHE,2601
1113,002602.XSHE,2602
1114,002603.XSHE,2603
1115,002604.XSHE,2604
1116,002605.XSHE,2605
1117,002606.XSHE,2606
1118,002607.XSHE,2607
1119,002608.XSHE,2608
1120,002609.XSHE,2609
1121,002610.XSHE,2610
1122,002611.XSHE,2611
1123,002612.XSHE,2612
1124,002613.XSHE,2613
1125,002614.XSHE,2614
1126,002615.XSHE,2615
1127,002616.XSHE,2616
1128,002617.XSHE,2617
1129,002618.XSHE,2618
1130,002619.XSHE,2619
1131,002620.XSHE,2620
1132,002621.XSHE,2621
1133,002622.XSHE,2622
1134,002623.XSHE,2623
1135,002624.XSHE,2624
1136,002625.XSHE,2625
1137,002626.XSHE,2626
1138,002627.XSHE,2627
1139,002628.XSHE,2628
1140,002629.XSHE,2629
1141,002630.XSHE,2630
1142,002631.XSHE,2631
1143,002632.XSHE,2632
1144,002633.XSHE,2633
1145,002634.XSHE,2634
1146,002635.XSHE,2635
1147,002636.XSHE,2636
1148,002637.XSHE,2637
1149,002638.XSHE,2638
1150,002639.XSHE,2639
1151,002640.XSHE,2640
1152,002641.XSHE,2641
1153,002642.XSHE,2642
1154,002643.XSHE,2643
1155,002644.XSHE,2644
1156,002645.XSHE,2645
1157,002646.XSHE,2646
1158,002647.XSHE,2647
1159,002648.XSHE,2648
1160,002649.XSHE,2649
1161,002650.XSHE,2650
1162,002651.XSHE,2651
1163,002652.XSHE,2652
1164,002653.XSHE,2653
1165,002654.XSHE,2654
1166,002655.XSHE,2655
1167,002656.XSHE,2656
1168,002657.XSHE,2657
1169,002658.XSHE,2658
1170,002659.XSHE,2659
1171,002660.XSHE,2660
1172,002661.XSHE,2661
1173,002662.XSHE,2662
1174,002663.XSHE,2663
1175,002664.XSHE,2664
1176,002665.XSHE,2665
1177,002666.XSHE,2666
1178,002667.XSHE,2667
1179,002668.XSHE,2668
1180,002669.XSHE,2669
1181,002670.XSHE,2670
1182,002671.XSHE,2671
1183,002672.XSHE,2672
1184,002673.XSHE,2673
1185,002674.XSHE,2674
1186,002675.XSHE,2675
1187,002676.XSHE,2676
1188,002677.XSHE,2677
1189,002678.XSHE,2678
1190,002679.XSHE,2679
1191,002680.XSHE,2680
1192,002681.XSHE,2681
1193,002682.XSHE,2682
1194,002683.XSHE,2683
1195,002684.XSHE,2684
1196,002685.XSHE,2685
1197,002686.XSHE,2686
1198,002687.XSHE,2687
1199,002688.XSHE,2688
1200,002689.XSHE,2689
1201,002690.XSHE,2690
1202,002691.XSHE,2691
1203,002692.XSHE,2692
1204,002693.XSHE,2693
1205,002694.XSHE,2694
1206,002695.XSHE,2695
1207,002696.XSHE,2696
1208,002697.XSHE,2697
1209,002698.XSHE,2698
1210,002699.XSHE,2699
1211,002700.XSHE,2700
1212,002701.XSHE,2701
1213,002702.XSHE,2702
1214,002703.XSHE,2703
1215,002705.XSHE,2705
1216,002706.XSHE,2706
1217,002707.XSHE,2707
1218,002708.XSHE,2708
1219,002709.XSHE,2709
1220,002710.XSHE,2710
1221,002711.XSHE,2711
1222,002712.XSHE,2712
1223,002713.XSHE,2713
1224,002714.XSHE,2714
1225,002715.XSHE,2715
1226,002716.XSHE,2716
1227,002717.XSHE,2717
1228,002718.XSHE,2718
1229,002719.XSHE,2719
1230,002720.XSHE,2720
1231,002721.XSHE,2721
1232,002722.XSHE,2722
1233,002723.XSHE,2723
1234,002724.XSHE,2724
1235,002725.XSHE,2725
1236,002726.XSHE,2726
1237,002727.XSHE,2727
1238,002728.XSHE,2728
1239,002729.XSHE,2729
1240,002730.XSHE,2730
1241,002731.XSHE,2731
1242,002732.XSHE,2732
1243,002733.XSHE,2733
1244,002734.XSHE,2734
1245,002735.XSHE,2735
1246,002736.XSHE,2736
1247,002737.XSHE,2737
1248,002738.XSHE,2738
1249,002739.XSHE,2739
1250,002740.XSHE,2740
1251,002741.XSHE,2741
1252,002742.XSHE,2742
1253,002743.XSHE,2743
1254,002745.XSHE,2745
1255,002746.XSHE,2746
1256,002747.XSHE,2747
1257,002748.XSHE,2748
1258,002749.XSHE,2749
1259,002750.XSHE,2750
1260,002751.XSHE,2751
1261,002752.XSHE,2752
1262,002753.XSHE,2753
1263,002755.XSHE,2755
1264,002756.XSHE,2756
1265,002757.XSHE,2757
1266,002758.XSHE,2758
1267,002759.XSHE,2759
1268,002760.XSHE,2760
1269,002761.XSHE,2761
1270,002762.XSHE,2762
1271,002763.XSHE,2763
1272,002765.XSHE,2765
1273,002766.XSHE,2766
1274,002767.XSHE,2767
1275,002768.XSHE,2768
1276,002769.XSHE,2769
1277,002770.XSHE,2770
1278,002771.XSHE,2771
1279,002772.XSHE,2772
1280,002773.XSHE,2773
1281,002774.XSHE,2774
1282,002775.XSHE,2775
1283,002776.XSHE,2776
1284,002777.XSHE,2777
1285,002778.XSHE,2778
1286,002779.XSHE,2779
1287,002780.XSHE,2780
1288,002781.XSHE,2781
1289,002782.XSHE,2782
1290,002783.XSHE,2783
1291,002785.XSHE,2785
1292,002786.XSHE,2786
1293,002787.XSHE,2787
1294,002788.XSHE,2788
1295,002789.XSHE,2789
1296,002790.XSHE,2790
1297,002791.XSHE,2791
1298,002792.XSHE,2792
1299,002793.XSHE,2793
1300,002795.XSHE,2795
1301,002796.XSHE,2796
1302,002797.XSHE,2797
1303,002798.XSHE,2798
1304,002799.XSHE,2799
1305,002800.XSHE,2800
1306,002801.XSHE,2801
1307,002802.XSHE,2802
1308,002803.XSHE,2803
1309,002805.XSHE,2805
1310,002806.XSHE,2806
1311,002807.XSHE,2807
1312,002808.XSHE,2808
1313,002809.XSHE,2809
1314,002810.XSHE,2810
1315,002811.XSHE,2811
1316,002812.XSHE,2812
1317,002813.XSHE,2813
1318,002815.XSHE,2815
1319,002816.XSHE,2816
1320,002817.XSHE,2817
1321,002818.XSHE,2818
1322,002819.XSHE,2819
1323,002820.XSHE,2820
1324,002821.XSHE,2821
1325,002822.XSHE,2822
1326,002823.XSHE,2823
1327,002824.XSHE,2824
1328,002825.XSHE,2825
1329,002826.XSHE,2826
1330,002827.XSHE,2827
1331,002828.XSHE,2828
1332,002829.XSHE,2829
1333,002830.XSHE,2830
1334,002831.XSHE,2831
1335,002832.XSHE,2832
1336,002833.XSHE,2833
1337,002835.XSHE,2835
1338,002836.XSHE,2836
1339,002837.XSHE,2837
1340,002838.XSHE,2838
1341,002839.XSHE,2839
1342,002840.XSHE,2840
1343,002841.XSHE,2841
1344,002842.XSHE,2842
1345,002843.XSHE,2843
1346,002845.XSHE,2845
1347,002846.XSHE,2846
1348,002847.XSHE,2847
1349,002848.XSHE,2848
1350,002849.XSHE,2849
1351,002850.XSHE,2850
1352,002851.XSHE,2851
1353,002852.XSHE,2852
1354,002853.XSHE,2853
1355,002855.XSHE,2855
1356,002856.XSHE,2856
1357,002857.XSHE,2857
1358,002858.XSHE,2858
1359,002859.XSHE,2859
1360,002860.XSHE,2860
1361,002861.XSHE,2861
1362,002862.XSHE,2862
1363,002863.XSHE,2863
1364,002864.XSHE,2864
1365,002865.XSHE,2865
1366,002866.XSHE,2866
1367,002867.XSHE,2867
1368,002868.XSHE,2868
1369,002869.XSHE,2869
1370,002870.XSHE,2870
1371,002871.XSHE,2871
1372,002872.XSHE,2872
1373,002873.XSHE,2873
1374,002875.XSHE,2875
1375,002876.XSHE,2876
1376,002877.XSHE,2877
1377,002878.XSHE,2878
1378,002879.XSHE,2879
1379,002880.XSHE,2880
1380,002881.XSHE,2881
1381,002882.XSHE,2882
1382,002883.XSHE,2883
1383,002884.XSHE,2884
1384,002885.XSHE,2885
1385,002886.XSHE,2886
1386,002887.XSHE,2887
1387,002888.XSHE,2888
1388,002889.XSHE,2889
1389,002890.XSHE,2890
1390,002891.XSHE,2891
1391,002892.XSHE,2892
1392,002893.XSHE,2893
1393,002895.XSHE,2895
1394,002896.XSHE,2896
1395,002897.XSHE,2897
1396,002898.XSHE,2898
1397,002899.XSHE,2899
1398,002900.XSHE,2900
1399,002901.XSHE,2901
1400,002902.XSHE,2902
1401,002903.XSHE,2903
1402,002905.XSHE,2905
1403,002906.XSHE,2906
1404,002907.XSHE,2907
1405,002908.XSHE,2908
1406,002909.XSHE,2909
1407,002910.XSHE,2910
1408,002911.XSHE,2911
1409,002912.XSHE,2912
1410,002913.XSHE,2913
1411,002915.XSHE,2915
1412,002916.XSHE,2916
1413,002917.XSHE,2917
1414,002918.XSHE,2918
1415,002919.XSHE,2919
1416,002920.XSHE,2920
1417,002921.XSHE,2921
1418,002922.XSHE,2922
1419,002923.XSHE,2923
1420,002925.XSHE,2925
1421,002926.XSHE,2926
1422,002927.XSHE,2927
1423,002928.XSHE,2928
1424,002929.XSHE,2929
1425,002930.XSHE,2930
1426,002931.XSHE,2931
1427,002932.XSHE,2932
1428,002933.XSHE,2933
1429,002935.XSHE,2935
1430,002936.XSHE,2936
1431,002937.XSHE,2937
1432,002938.XSHE,2938
1433,002939.XSHE,2939
1434,002940.XSHE,2940
1435,002941.XSHE,2941
1436,002942.XSHE,2942
1437,002943.XSHE,2943
1438,002945.XSHE,2945
1439,002946.XSHE,2946
1440,002947.XSHE,2947
1441,002948.XSHE,2948
1442,002949.XSHE,2949
1443,002950.XSHE,2950
1444,002951.XSHE,2951
1445,002952.XSHE,2952
1446,002953.XSHE,2953
1447,002955.XSHE,2955
1448,002958.XSHE,2958
1449,300001.XSHE,300001
1450,300002.XSHE,300002
1451,300003.XSHE,300003
1452,300004.XSHE,300004
1453,300005.XSHE,300005
1454,300006.XSHE,300006
1455,300007.XSHE,300007
1456,300008.XSHE,300008
1457,300009.XSHE,300009
1458,300010.XSHE,300010
1459,300011.XSHE,300011
1460,300012.XSHE,300012
1461,300013.XSHE,300013
1462,300014.XSHE,300014
1463,300015.XSHE,300015
1464,300016.XSHE,300016
1465,300017.XSHE,300017
1466,300018.XSHE,300018
1467,300019.XSHE,300019
1468,300020.XSHE,300020
1469,300021.XSHE,300021
1470,300022.XSHE,300022
1471,300023.XSHE,300023
1472,300024.XSHE,300024
1473,300025.XSHE,300025
1474,300026.XSHE,300026
1475,300027.XSHE,300027
1476,300028.XSHE,300028
1477,300029.XSHE,300029
1478,300030.XSHE,300030
1479,300031.XSHE,300031
1480,300032.XSHE,300032
1481,300033.XSHE,300033
1482,300034.XSHE,300034
1483,300035.XSHE,300035
1484,300036.XSHE,300036
1485,300037.XSHE,300037
1486,300038.XSHE,300038
1487,300039.XSHE,300039
1488,300040.XSHE,300040
1489,300041.XSHE,300041
1490,300042.XSHE,300042
1491,300043.XSHE,300043
1492,300044.XSHE,300044
1493,300045.XSHE,300045
1494,300046.XSHE,300046
1495,300047.XSHE,300047
1496,300048.XSHE,300048
1497,300049.XSHE,300049
1498,300050.XSHE,300050
1499,300051.XSHE,300051
1500,300052.XSHE,300052
1501,300053.XSHE,300053
1502,300054.XSHE,300054
1503,300055.XSHE,300055
1504,300056.XSHE,300056
1505,300057.XSHE,300057
1506,300058.XSHE,300058
1507,300059.XSHE,300059
1508,300060.XSHE,300060
1509,300061.XSHE,300061
1510,300062.XSHE,300062
1511,300063.XSHE,300063
1512,300064.XSHE,300064
1513,300065.XSHE,300065
1514,300066.XSHE,300066
1515,300067.XSHE,300067
1516,300068.XSHE,300068
1517,300069.XSHE,300069
1518,300070.XSHE,300070
1519,300071.XSHE,300071
1520,300072.XSHE,300072
1521,300073.XSHE,300073
1522,300074.XSHE,300074
1523,300075.XSHE,300075
1524,300076.XSHE,300076
1525,300077.XSHE,300077
1526,300078.XSHE,300078
1527,300079.XSHE,300079
1528,300080.XSHE,300080
1529,300081.XSHE,300081
1530,300082.XSHE,300082
1531,300083.XSHE,300083
1532,300084.XSHE,300084
1533,300085.XSHE,300085
1534,300086.XSHE,300086
1535,300087.XSHE,300087
1536,300088.XSHE,300088
1537,300089.XSHE,300089
1538,300090.XSHE,300090
1539,300091.XSHE,300091
1540,300092.XSHE,300092
1541,300093.XSHE,300093
1542,300094.XSHE,300094
1543,300095.XSHE,300095
1544,300096.XSHE,300096
1545,300097.XSHE,300097
1546,300098.XSHE,300098
1547,300099.XSHE,300099
1548,300100.XSHE,300100
1549,300101.XSHE,300101
1550,300102.XSHE,300102
1551,300103.XSHE,300103
1552,300104.XSHE,300104
1553,300105.XSHE,300105
1554,300106.XSHE,300106
1555,300107.XSHE,300107
1556,300108.XSHE,300108
1557,300109.XSHE,300109
1558,300110.XSHE,300110
1559,300111.XSHE,300111
1560,300112.XSHE,300112
1561,300113.XSHE,300113
1562,300114.XSHE,300114
1563,300115.XSHE,300115
1564,300116.XSHE,300116
1565,300117.XSHE,300117
1566,300118.XSHE,300118
1567,300119.XSHE,300119
1568,300120.XSHE,300120
1569,300121.XSHE,300121
1570,300122.XSHE,300122
1571,300123.XSHE,300123
1572,300124.XSHE,300124
1573,300125.XSHE,300125
1574,300126.XSHE,300126
1575,300127.XSHE,300127
1576,300128.XSHE,300128
1577,300129.XSHE,300129
1578,300130.XSHE,300130
1579,300131.XSHE,300131
1580,300132.XSHE,300132
1581,300133.XSHE,300133
1582,300134.XSHE,300134
1583,300135.XSHE,300135
1584,300136.XSHE,300136
1585,300137.XSHE,300137
1586,300138.XSHE,300138
1587,300139.XSHE,300139
1588,300140.XSHE,300140
1589,300141.XSHE,300141
1590,300142.XSHE,300142
1591,300143.XSHE,300143
1592,300144.XSHE,300144
1593,300145.XSHE,300145
1594,300146.XSHE,300146
1595,300147.XSHE,300147
1596,300148.XSHE,300148
1597,300149.XSHE,300149
1598,300150.XSHE,300150
1599,300151.XSHE,300151
1600,300152.XSHE,300152
1601,300153.XSHE,300153
1602,300154.XSHE,300154
1603,300155.XSHE,300155
1604,300156.XSHE,300156
1605,300157.XSHE,300157
1606,300158.XSHE,300158
1607,300159.XSHE,300159
1608,300160.XSHE,300160
1609,300161.XSHE,300161
1610,300162.XSHE,300162
1611,300163.XSHE,300163
1612,300164.XSHE,300164
1613,300165.XSHE,300165
1614,300166.XSHE,300166
1615,300167.XSHE,300167
1616,300168.XSHE,300168
1617,300169.XSHE,300169
1618,300170.XSHE,300170
1619,300171.XSHE,300171
1620,300172.XSHE,300172
1621,300173.XSHE,300173
1622,300174.XSHE,300174
1623,300175.XSHE,300175
1624,300176.XSHE,300176
1625,300177.XSHE,300177
1626,300178.XSHE,300178
1627,300179.XSHE,300179
1628,300180.XSHE,300180
1629,300181.XSHE,300181
1630,300182.XSHE,300182
1631,300183.XSHE,300183
1632,300184.XSHE,300184
1633,300185.XSHE,300185
1634,300186.XSHE,300186
1635,300187.XSHE,300187
1636,300188.XSHE,300188
1637,300189.XSHE,300189
1638,300190.XSHE,300190
1639,300191.XSHE,300191
1640,300192.XSHE,300192
1641,300193.XSHE,300193
1642,300194.XSHE,300194
1643,300195.XSHE,300195
1644,300196.XSHE,300196
1645,300197.XSHE,300197
1646,300198.XSHE,300198
1647,300199.XSHE,300199
1648,300200.XSHE,300200
1649,300201.XSHE,300201
1650,300202.XSHE,300202
1651,300203.XSHE,300203
1652,300204.XSHE,300204
1653,300205.XSHE,300205
1654,300206.XSHE,300206
1655,300207.XSHE,300207
1656,300208.XSHE,300208
1657,300209.XSHE,300209
1658,300210.XSHE,300210
1659,300211.XSHE,300211
1660,300212.XSHE,300212
1661,300213.XSHE,300213
1662,300214.XSHE,300214
1663,300215.XSHE,300215
1664,300216.XSHE,300216
1665,300217.XSHE,300217
1666,300218.XSHE,300218
1667,300219.XSHE,300219
1668,300220.XSHE,300220
1669,300221.XSHE,300221
1670,300222.XSHE,300222
1671,300223.XSHE,300223
1672,300224.XSHE,300224
1673,300225.XSHE,300225
1674,300226.XSHE,300226
1675,300227.XSHE,300227
1676,300228.XSHE,300228
1677,300229.XSHE,300229
1678,300230.XSHE,300230
1679,300231.XSHE,300231
1680,300232.XSHE,300232
1681,300233.XSHE,300233
1682,300234.XSHE,300234
1683,300235.XSHE,300235
1684,300236.XSHE,300236
1685,300237.XSHE,300237
1686,300238.XSHE,300238
1687,300239.XSHE,300239
1688,300240.XSHE,300240
1689,300241.XSHE,300241
1690,300242.XSHE,300242
1691,300243.XSHE,300243
1692,300244.XSHE,300244
1693,300245.XSHE,300245
1694,300246.XSHE,300246
1695,300247.XSHE,300247
1696,300248.XSHE,300248
1697,300249.XSHE,300249
1698,300250.XSHE,300250
1699,300251.XSHE,300251
1700,300252.XSHE,300252
1701,300253.XSHE,300253
1702,300254.XSHE,300254
1703,300255.XSHE,300255
1704,300256.XSHE,300256
1705,300257.XSHE,300257
1706,300258.XSHE,300258
1707,300259.XSHE,300259
1708,300260.XSHE,300260
1709,300261.XSHE,300261
1710,300262.XSHE,300262
1711,300263.XSHE,300263
1712,300264.XSHE,300264
1713,300265.XSHE,300265
1714,300266.XSHE,300266
1715,300267.XSHE,300267
1716,300268.XSHE,300268
1717,300269.XSHE,300269
1718,300270.XSHE,300270
1719,300271.XSHE,300271
1720,300272.XSHE,300272
1721,300273.XSHE,300273
1722,300274.XSHE,300274
1723,300275.XSHE,300275
1724,300276.XSHE,300276
1725,300277.XSHE,300277
1726,300278.XSHE,300278
1727,300279.XSHE,300279
1728,300280.XSHE,300280
1729,300281.XSHE,300281
1730,300282.XSHE,300282
1731,300283.XSHE,300283
1732,300284.XSHE,300284
1733,300285.XSHE,300285
1734,300286.XSHE,300286
1735,300287.XSHE,300287
1736,300288.XSHE,300288
1737,300289.XSHE,300289
1738,300290.XSHE,300290
1739,300291.XSHE,300291
1740,300292.XSHE,300292
1741,300293.XSHE,300293
1742,300294.XSHE,300294
1743,300295.XSHE,300295
1744,300296.XSHE,300296
1745,300297.XSHE,300297
1746,300298.XSHE,300298
1747,300299.XSHE,300299
1748,300300.XSHE,300300
1749,300301.XSHE,300301
1750,300302.XSHE,300302
1751,300303.XSHE,300303
1752,300304.XSHE,300304
1753,300305.XSHE,300305
1754,300306.XSHE,300306
1755,300307.XSHE,300307
1756,300308.XSHE,300308
1757,300309.XSHE,300309
1758,300310.XSHE,300310
1759,300311.XSHE,300311
1760,300312.XSHE,300312
1761,300313.XSHE,300313
1762,300314.XSHE,300314
1763,300315.XSHE,300315
1764,300316.XSHE,300316
1765,300317.XSHE,300317
1766,300318.XSHE,300318
1767,300319.XSHE,300319
1768,300320.XSHE,300320
1769,300321.XSHE,300321
1770,300322.XSHE,300322
1771,300323.XSHE,300323
1772,300324.XSHE,300324
1773,300325.XSHE,300325
1774,300326.XSHE,300326
1775,300327.XSHE,300327
1776,300328.XSHE,300328
1777,300329.XSHE,300329
1778,300330.XSHE,300330
1779,300331.XSHE,300331
1780,300332.XSHE,300332
1781,300333.XSHE,300333
1782,300334.XSHE,300334
1783,300335.XSHE,300335
1784,300336.XSHE,300336
1785,300337.XSHE,300337
1786,300338.XSHE,300338
1787,300339.XSHE,300339
1788,300340.XSHE,300340
1789,300341.XSHE,300341
1790,300342.XSHE,300342
1791,300343.XSHE,300343
1792,300344.XSHE,300344
1793,300345.XSHE,300345
1794,300346.XSHE,300346
1795,300347.XSHE,300347
1796,300348.XSHE,300348
1797,300349.XSHE,300349
1798,300350.XSHE,300350
1799,300351.XSHE,300351
1800,300352.XSHE,300352
1801,300353.XSHE,300353
1802,300354.XSHE,300354
1803,300355.XSHE,300355
1804,300356.XSHE,300356
1805,300357.XSHE,300357
1806,300358.XSHE,300358
1807,300359.XSHE,300359
1808,300360.XSHE,300360
1809,300361.XSHE,300361
1810,300362.XSHE,300362
1811,300363.XSHE,300363
1812,300364.XSHE,300364
1813,300365.XSHE,300365
1814,300366.XSHE,300366
1815,300367.XSHE,300367
1816,300368.XSHE,300368
1817,300369.XSHE,300369
1818,300370.XSHE,300370
1819,300371.XSHE,300371
1820,300372.XSHE,300372
1821,300373.XSHE,300373
1822,300374.XSHE,300374
1823,300375.XSHE,300375
1824,300376.XSHE,300376
1825,300377.XSHE,300377
1826,300378.XSHE,300378
1827,300379.XSHE,300379
1828,300380.XSHE,300380
1829,300381.XSHE,300381
1830,300382.XSHE,300382
1831,300383.XSHE,300383
1832,300384.XSHE,300384
1833,300385.XSHE,300385
1834,300386.XSHE,300386
1835,300387.XSHE,300387
1836,300388.XSHE,300388
1837,300389.XSHE,300389
1838,300390.XSHE,300390
1839,300391.XSHE,300391
1840,300392.XSHE,300392
1841,300393.XSHE,300393
1842,300394.XSHE,300394
1843,300395.XSHE,300395
1844,300396.XSHE,300396
1845,300397.XSHE,300397
1846,300398.XSHE,300398
1847,300399.XSHE,300399
1848,300400.XSHE,300400
1849,300401.XSHE,300401
1850,300402.XSHE,300402
1851,300403.XSHE,300403
1852,300404.XSHE,300404
1853,300405.XSHE,300405
1854,300406.XSHE,300406
1855,300407.XSHE,300407
1856,300408.XSHE,300408
1857,300409.XSHE,300409
1858,300410.XSHE,300410
1859,300411.XSHE,300411
1860,300412.XSHE,300412
1861,300413.XSHE,300413
1862,300414.XSHE,300414
1863,300415.XSHE,300415
1864,300416.XSHE,300416
1865,300417.XSHE,300417
1866,300418.XSHE,300418
1867,300419.XSHE,300419
1868,300420.XSHE,300420
1869,300421.XSHE,300421
1870,300422.XSHE,300422
1871,300423.XSHE,300423
1872,300424.XSHE,300424
1873,300425.XSHE,300425
1874,300426.XSHE,300426
1875,300427.XSHE,300427
1876,300428.XSHE,300428
1877,300429.XSHE,300429
1878,300430.XSHE,300430
1879,300431.XSHE,300431
1880,300432.XSHE,300432
1881,300433.XSHE,300433
1882,300434.XSHE,300434
1883,300435.XSHE,300435
1884,300436.XSHE,300436
1885,300437.XSHE,300437
1886,300438.XSHE,300438
1887,300439.XSHE,300439
1888,300440.XSHE,300440
1889,300441.XSHE,300441
1890,300442.XSHE,300442
1891,300443.XSHE,300443
1892,300444.XSHE,300444
1893,300445.XSHE,300445
1894,300446.XSHE,300446
1895,300447.XSHE,300447
1896,300448.XSHE,300448
1897,300449.XSHE,300449
1898,300450.XSHE,300450
1899,300451.XSHE,300451
1900,300452.XSHE,300452
1901,300453.XSHE,300453
1902,300454.XSHE,300454
1903,300455.XSHE,300455
1904,300456.XSHE,300456
1905,300457.XSHE,300457
1906,300458.XSHE,300458
1907,300459.XSHE,300459
1908,300460.XSHE,300460
1909,300461.XSHE,300461
1910,300462.XSHE,300462
1911,300463.XSHE,300463
1912,300464.XSHE,300464
1913,300465.XSHE,300465
1914,300466.XSHE,300466
1915,300467.XSHE,300467
1916,300468.XSHE,300468
1917,300469.XSHE,300469
1918,300470.XSHE,300470
1919,300471.XSHE,300471
1920,300472.XSHE,300472
1921,300473.XSHE,300473
1922,300474.XSHE,300474
1923,300475.XSHE,300475
1924,300476.XSHE,300476
1925,300477.XSHE,300477
1926,300478.XSHE,300478
1927,300479.XSHE,300479
1928,300480.XSHE,300480
1929,300481.XSHE,300481
1930,300482.XSHE,300482
1931,300483.XSHE,300483
1932,300484.XSHE,300484
1933,300485.XSHE,300485
1934,300486.XSHE,300486
1935,300487.XSHE,300487
1936,300488.XSHE,300488
1937,300489.XSHE,300489
1938,300490.XSHE,300490
1939,300491.XSHE,300491
1940,300492.XSHE,300492
1941,300493.XSHE,300493
1942,300494.XSHE,300494
1943,300495.XSHE,300495
1944,300496.XSHE,300496
1945,300497.XSHE,300497
1946,300498.XSHE,300498
1947,300499.XSHE,300499
1948,300500.XSHE,300500
1949,300501.XSHE,300501
1950,300502.XSHE,300502
1951,300503.XSHE,300503
1952,300504.XSHE,300504
1953,300505.XSHE,300505
1954,300506.XSHE,300506
1955,300507.XSHE,300507
1956,300508.XSHE,300508
1957,300509.XSHE,300509
1958,300510.XSHE,300510
1959,300511.XSHE,300511
1960,300512.XSHE,300512
1961,300513.XSHE,300513
1962,300514.XSHE,300514
1963,300515.XSHE,300515
1964,300516.XSHE,300516
1965,300517.XSHE,300517
1966,300518.XSHE,300518
1967,300519.XSHE,300519
1968,300520.XSHE,300520
1969,300521.XSHE,300521
1970,300522.XSHE,300522
1971,300523.XSHE,300523
1972,300525.XSHE,300525
1973,300526.XSHE,300526
1974,300527.XSHE,300527
1975,300528.XSHE,300528
1976,300529.XSHE,300529
1977,300530.XSHE,300530
1978,300531.XSHE,300531
1979,300532.XSHE,300532
1980,300533.XSHE,300533
1981,300534.XSHE,300534
1982,300535.XSHE,300535
1983,300536.XSHE,300536
1984,300537.XSHE,300537
1985,300538.XSHE,300538
1986,300539.XSHE,300539
1987,300540.XSHE,300540
1988,300541.XSHE,300541
1989,300542.XSHE,300542
1990,300543.XSHE,300543
1991,300545.XSHE,300545
1992,300546.XSHE,300546
1993,300547.XSHE,300547
1994,300548.XSHE,300548
1995,300549.XSHE,300549
1996,300550.XSHE,300550
1997,300551.XSHE,300551
1998,300552.XSHE,300552
1999,300553.XSHE,300553
2000,300554.XSHE,300554
2001,300555.XSHE,300555
2002,300556.XSHE,300556
2003,300557.XSHE,300557
2004,300558.XSHE,300558
2005,300559.XSHE,300559
2006,300560.XSHE,300560
2007,300561.XSHE,300561
2008,300562.XSHE,300562
2009,300563.XSHE,300563
2010,300565.XSHE,300565
2011,300566.XSHE,300566
2012,300567.XSHE,300567
2013,300568.XSHE,300568
2014,300569.XSHE,300569
2015,300570.XSHE,300570
2016,300571.XSHE,300571
2017,300572.XSHE,300572
2018,300573.XSHE,300573
2019,300575.XSHE,300575
2020,300576.XSHE,300576
2021,300577.XSHE,300577
2022,300578.XSHE,300578
2023,300579.XSHE,300579
2024,300580.XSHE,300580
2025,300581.XSHE,300581
2026,300582.XSHE,300582
2027,300583.XSHE,300583
2028,300584.XSHE,300584
2029,300585.XSHE,300585
2030,300586.XSHE,300586
2031,300587.XSHE,300587
2032,300588.XSHE,300588
2033,300589.XSHE,300589
2034,300590.XSHE,300590
2035,300591.XSHE,300591
2036,300592.XSHE,300592
2037,300593.XSHE,300593
2038,300595.XSHE,300595
2039,300596.XSHE,300596
2040,300597.XSHE,300597
2041,300598.XSHE,300598
2042,300599.XSHE,300599
2043,300600.XSHE,300600
2044,300601.XSHE,300601
2045,300602.XSHE,300602
2046,300603.XSHE,300603
2047,300604.XSHE,300604
2048,300605.XSHE,300605
2049,300606.XSHE,300606
2050,300607.XSHE,300607
2051,300608.XSHE,300608
2052,300609.XSHE,300609
2053,300610.XSHE,300610
2054,300611.XSHE,300611
2055,300612.XSHE,300612
2056,300613.XSHE,300613
2057,300615.XSHE,300615
2058,300616.XSHE,300616
2059,300617.XSHE,300617
2060,300618.XSHE,300618
2061,300619.XSHE,300619
2062,300620.XSHE,300620
2063,300621.XSHE,300621
2064,300622.XSHE,300622
2065,300623.XSHE,300623
2066,300624.XSHE,300624
2067,300625.XSHE,300625
2068,300626.XSHE,300626
2069,300627.XSHE,300627
2070,300628.XSHE,300628
2071,300629.XSHE,300629
2072,300630.XSHE,300630
2073,300631.XSHE,300631
2074,300632.XSHE,300632
2075,300633.XSHE,300633
2076,300634.XSHE,300634
2077,300635.XSHE,300635
2078,300636.XSHE,300636
2079,300637.XSHE,300637
2080,300638.XSHE,300638
2081,300639.XSHE,300639
2082,300640.XSHE,300640
2083,300641.XSHE,300641
2084,300642.XSHE,300642
2085,300643.XSHE,300643
2086,300644.XSHE,300644
2087,300645.XSHE,300645
2088,300646.XSHE,300646
2089,300647.XSHE,300647
2090,300648.XSHE,300648
2091,300649.XSHE,300649
2092,300650.XSHE,300650
2093,300651.XSHE,300651
2094,300652.XSHE,300652
2095,300653.XSHE,300653
2096,300654.XSHE,300654
2097,300655.XSHE,300655
2098,300656.XSHE,300656
2099,300657.XSHE,300657
2100,300658.XSHE,300658
2101,300659.XSHE,300659
2102,300660.XSHE,300660
